0,uk_inf_5yr,uk_inf_10yr,uk_inf_30yr
2019-03-06,3.118786453727704,3.3042887369865657,3.4077012115521343
2019-03-07,3.153747234741813,3.312992114656014,3.4002382306979815
2019-03-08,3.1622317580896544,3.3161282162020966,3.3996089943207517
2019-03-11,3.164514239987435,3.3160323431312744,3.4027851470817656
2019-03-12,3.1746468108040826,3.3321297813334705,3.438070010416933
2019-03-13,3.1593875713564112,3.3299798682488064,3.4584505940458605
2019-03-14,3.1645275626706812,3.3586318457159363,3.5067508423526776
2019-03-15,3.128022100359697,3.315573871747775,3.4621091932964627
2019-03-18,3.1279563769275742,3.3116399023220207,3.457628145475373
2019-03-19,3.1130283457045573,3.304422354242097,3.458439729618524
2019-03-20,3.2034801442268175,3.352763825203208,3.468763827426362
2019-03-21,3.32069033709774,3.4278637639877143,3.4934007203275024
2019-03-22,3.3069003397453383,3.428101746634755,3.514717951719298
2019-03-25,3.310788236628138,3.4248569655512275,3.4916889237925792
2019-03-26,3.2864984551886773,3.3883458152591954,3.468431805748242
2019-03-27,3.266601603778714,3.3578223661119755,3.4385142927081414
2019-03-28,3.274471622929209,3.3500525956113143,3.4198546180124048
2019-03-29,3.296735669814455,3.3621644892666938,3.4074268378557075
2019-04-01,3.290712900480446,3.3720982306293985,3.4306813984069198
2019-04-02,3.3359824090930372,3.3955549418133515,3.429604324847876
2019-04-03,3.3172467323784756,3.3926550150889785,3.4525838556418216
2019-04-04,3.3513709756866903,3.4246459154049322,3.485029812697266
2019-04-05,3.342969223966449,3.4263834758805594,3.4961182034875797
2019-04-08,3.361427288464622,3.4445568168613905,3.5035751388442438
2019-04-09,3.362875828852583,3.4445955144479234,3.5083417333901075
2019-04-10,3.3611808726921324,3.436595607195287,3.4859189659851237
2019-04-11,3.287913330222157,3.3799063623639185,3.4543696371348735
2019-04-12,3.26529909489544,3.3756295514249657,3.4778588250663796
2019-04-15,3.2581825215088696,3.374363330154385,3.476740945074427
2019-04-16,3.2470048806715806,3.3604604407186764,3.456352346060472
2019-04-17,3.2650479023723817,3.374244282445696,3.468774483633558
2019-04-18,3.2437448687748507,3.357486078742015,3.4496344639617313
2019-04-23,3.249247986927405,3.36174362163612,3.44808298759947
